NOM_USUEL,AAAAMMJJHH,RR1,T,U
TOULOUSE-BLAGNAC,2025011620,0,0.6,97
TOULOUSE-BLAGNAC,2025011621,0,0.4,98
TOULOUSE-BLAGNAC,2025011622,0,-1.5,97
TOULOUSE-BLAGNAC,2025011623,0,-1.7,98
TOULOUSE-BLAGNAC,2025011700,0,-1.4,98
TOULOUSE-BLAGNAC,2025011701,0,-0.9,99
TOULOUSE-BLAGNAC,2025011702,0,-1.2,98
TOULOUSE-BLAGNAC,2025011703,0,-1.4,98
TOULOUSE-BLAGNAC,2025011704,0,-1.6,99
TOULOUSE-BLAGNAC,2025011705,0,-2,98
TOULOUSE-BLAGNAC,2025011706,0,-2.1,99
TOULOUSE-BLAGNAC,2025011707,0,-2.2,99
TOULOUSE-BLAGNAC,2025011708,0,-1.8,99
TOULOUSE-BLAGNAC,2025011709,0,-1.6,99
TOULOUSE-BLAGNAC,2025011710,0,-0.8,99
TOULOUSE-BLAGNAC,2025011711,0,0.1,99
TOULOUSE-BLAGNAC,2025011712,0,1.2,99
TOULOUSE-BLAGNAC,2025011713,0,2.8,99
TOULOUSE-BLAGNAC,2025011714,0,5.2,87
TOULOUSE-BLAGNAC,2025011715,0,7.5,73
TOULOUSE-BLAGNAC,2025011716,0,8.5,68
TOULOUSE-BLAGNAC,2025011717,0,5.1,79
TOULOUSE-BLAGNAC,2025011718,0,3.7,83
TOULOUSE-BLAGNAC,2025011719,0,2,87
TOULOUSE-BLAGNAC,2025011720,0,0.8,91
TOULOUSE-BLAGNAC,2025011721,0,,94
TOULOUSE-BLAGNAC,2025011722,0,0.1,96
TOULOUSE-BLAGNAC,2025011723,0,-0.4,96
TOULOUSE-BLAGNAC,2025011800,0,-0.8,96
TOULOUSE-BLAGNAC,2025011801,0,-0.9,97
TOULOUSE-BLAGNAC,2025011802,0,-1.6,97
TOULOUSE-BLAGNAC,2025011803,0,-2.2,97
TOULOUSE-BLAGNAC,2025011804,0,-2.1,97
TOULOUSE-BLAGNAC,2025011805,0,-1.9,97
TOULOUSE-BLAGNAC,2025011806,0,-2.2,97
TOULOUSE-BLAGNAC,2025011807,0,-3.3,96
TOULOUSE-BLAGNAC,2025011808,0,-2,97
TOULOUSE-BLAGNAC,2025011809,0,0.2,97
TOULOUSE-BLAGNAC,2025011810,0,2.3,87
TOULOUSE-BLAGNAC,2025011811,0,5.2,74
TOULOUSE-BLAGNAC,2025011812,0,7.8,61
TOULOUSE-BLAGNAC,2025011813,0,8.7,56
TOULOUSE-BLAGNAC,2025011814,0,9.6,54
TOULOUSE-BLAGNAC,2025011815,0,10.1,54
TOULOUSE-BLAGNAC,2025011816,0,9.2,58
TOULOUSE-BLAGNAC,2025011817,0,6.8,69
TOULOUSE-BLAGNAC,2025011818,0,5.1,77
TOULOUSE-BLAGNAC,2025011819,0,2.3,91
TOULOUSE-BLAGNAC,2025011820,0,1.3,90
TOULOUSE-BLAGNAC,2025011821,0,0,92
TOULOUSE-BLAGNAC,2025011822,0,1.2,95
TOULOUSE-BLAGNAC,2025011823,0,1.1,94
TOULOUSE-BLAGNAC,2025011900,0,1.6,93
TOULOUSE-BLAGNAC,2025011901,0,1.6,92
TOULOUSE-BLAGNAC,2025011902,0,0.9,89
TOULOUSE-BLAGNAC,2025011903,0,1.5,88
TOULOUSE-BLAGNAC,2025011904,0,1.3,89
TOULOUSE-BLAGNAC,2025011905,0,1.3,88
TOULOUSE-BLAGNAC,2025011906,0,1.2,89
TOULOUSE-BLAGNAC,2025011907,0,1.3,89
TOULOUSE-BLAGNAC,2025011908,0,1.6,90
TOULOUSE-BLAGNAC,2025011909,0,2.6,86
TOULOUSE-BLAGNAC,2025011910,0,3.4,84
TOULOUSE-BLAGNAC,2025011911,0,4.4,77
TOULOUSE-BLAGNAC,2025011912,0,5.8,72
TOULOUSE-BLAGNAC,2025011913,0,7.7,67
TOULOUSE-BLAGNAC,2025011914,0,8,65
TOULOUSE-BLAGNAC,2025011915,0,8.2,66
TOULOUSE-BLAGNAC,2025011916,0,7.7,71
TOULOUSE-BLAGNAC,2025011917,0,7,74
TOULOUSE-BLAGNAC,2025011918,0,6.5,77
TOULOUSE-BLAGNAC,2025011919,0,5.4,81
TOULOUSE-BLAGNAC,2025011920,0,4.5,83
TOULOUSE-BLAGNAC,2025011921,0,3.2,85
TOULOUSE-BLAGNAC,2025011922,0,2.8,88
TOULOUSE-BLAGNAC,2025011923,0,1.9,89
TOULOUSE-BLAGNAC,2025012000,0,0.5,92
TOULOUSE-BLAGNAC,2025012001,0,0,94
TOULOUSE-BLAGNAC,2025012002,0,-0.4,94
TOULOUSE-BLAGNAC,2025012003,0,0.6,95
TOULOUSE-BLAGNAC,2025012004,0,1.4,95
TOULOUSE-BLAGNAC,2025012005,0,1.2,93
TOULOUSE-BLAGNAC,2025012006,0,2.7,94
TOULOUSE-BLAGNAC,2025012007,0,6.4,90
TOULOUSE-BLAGNAC,2025012008,0,6.9,92
TOULOUSE-BLAGNAC,2025012009,0,4.3,88
TOULOUSE-BLAGNAC,2025012010,0,5.2,87
TOULOUSE-BLAGNAC,2025012011,0,7.2,84
TOULOUSE-BLAGNAC,2025012012,0,10.5,79
TOULOUSE-BLAGNAC,2025012013,0,10.9,75
TOULOUSE-BLAGNAC,2025012014,0,12.3,72
TOULOUSE-BLAGNAC,2025012015,0,11.4,73
TOULOUSE-BLAGNAC,2025012016,0,11.1,74
TOULOUSE-BLAGNAC,2025012017,0,8.9,78
TOULOUSE-BLAGNAC,2025012018,0,6.9,86
TOULOUSE-BLAGNAC,2025012019,0,6.4,91
TOULOUSE-BLAGNAC,2025012020,0,6.3,95
TOULOUSE-BLAGNAC,2025012021,0,5.2,95
TOULOUSE-BLAGNAC,2025012022,0,5.2,97
TOULOUSE-BLAGNAC,2025012023,0,2.6,96
TOULOUSE-BLAGNAC,2025012100,0,5.6,98
TOULOUSE-BLAGNAC,2025012101,0,6,98
TOULOUSE-BLAGNAC,2025012102,0,6.5,99
TOULOUSE-BLAGNAC,2025012103,0,6.1,99
TOULOUSE-BLAGNAC,2025012104,0,6.4,99
TOULOUSE-BLAGNAC,2025012105,0,6.6,99
TOULOUSE-BLAGNAC,2025012106,0,6.8,99
TOULOUSE-BLAGNAC,2025012107,0,6.8,98
TOULOUSE-BLAGNAC,2025012108,0,7,97
TOULOUSE-BLAGNAC,2025012109,0,8.8,90
TOULOUSE-BLAGNAC,2025012110,0,10,85
TOULOUSE-BLAGNAC,2025012111,0,12.2,75
TOULOUSE-BLAGNAC,2025012112,0,12,72
TOULOUSE-BLAGNAC,2025012113,0,12.3,69
TOULOUSE-BLAGNAC,2025012114,0,12.3,68
TOULOUSE-BLAGNAC,2025012115,0,12.1,71
TOULOUSE-BLAGNAC,2025012116,0,11.5,75
TOULOUSE-BLAGNAC,2025012117,0,10.8,74
TOULOUSE-BLAGNAC,2025012118,0,10.6,80
TOULOUSE-BLAGNAC,2025012119,0,10.9,84
TOULOUSE-BLAGNAC,2025012120,0,11.3,86
TOULOUSE-BLAGNAC,2025012121,0,11,88
TOULOUSE-BLAGNAC,2025012122,0,10.8,91
TOULOUSE-BLAGNAC,2025012123,0.4,10.6,93
TOULOUSE-BLAGNAC,2025012200,0,10.5,93
TOULOUSE-BLAGNAC,2025012201,0,10.6,94
TOULOUSE-BLAGNAC,2025012202,0,10.9,93
TOULOUSE-BLAGNAC,2025012203,0,9.7,92
TOULOUSE-BLAGNAC,2025012204,0,9.2,94
TOULOUSE-BLAGNAC,2025012205,0,9.5,94
TOULOUSE-BLAGNAC,2025012206,0,9.4,93
TOULOUSE-BLAGNAC,2025012207,0,9.4,95
TOULOUSE-BLAGNAC,2025012208,0,10.2,95
TOULOUSE-BLAGNAC,2025012209,0,10.9,93
TOULOUSE-BLAGNAC,2025012210,0,11.4,90
TOULOUSE-BLAGNAC,2025012211,0,12.2,86
TOULOUSE-BLAGNAC,2025012212,0,12.5,84
TOULOUSE-BLAGNAC,2025012213,0,13.5,77
TOULOUSE-BLAGNAC,2025012214,0,13.5,78
TOULOUSE-BLAGNAC,2025012215,0,12.9,81
TOULOUSE-BLAGNAC,2025012216,0,12.5,82
TOULOUSE-BLAGNAC,2025012217,0,11.7,84
TOULOUSE-BLAGNAC,2025012218,0,11.5,86
TOULOUSE-BLAGNAC,2025012219,0,11.7,85
TOULOUSE-BLAGNAC,2025012220,0,11,87
TOULOUSE-BLAGNAC,2025012221,0,10.7,87
TOULOUSE-BLAGNAC,2025012222,0,9.9,91
TOULOUSE-BLAGNAC,2025012223,0,9.7,92
TOULOUSE-BLAGNAC,2025012300,0,10,91
TOULOUSE-BLAGNAC,2025012301,0.4,9.7,94
TOULOUSE-BLAGNAC,2025012302,1.2,10,95
TOULOUSE-BLAGNAC,2025012303,0.6,9.7,96
TOULOUSE-BLAGNAC,2025012304,0.4,9.4,97
TOULOUSE-BLAGNAC,2025012305,0.4,9.3,97
TOULOUSE-BLAGNAC,2025012306,0.2,8.9,95
TOULOUSE-BLAGNAC,2025012307,0,8.5,95
TOULOUSE-BLAGNAC,2025012308,0,8.2,91
TOULOUSE-BLAGNAC,2025012309,0,7.6,89
TOULOUSE-BLAGNAC,2025012310,0,8.1,85
TOULOUSE-BLAGNAC,2025012311,0,9.1,80
TOULOUSE-BLAGNAC,2025012312,0,10,73
TOULOUSE-BLAGNAC,2025012313,0,11.8,63
TOULOUSE-BLAGNAC,2025012314,0,12.2,58
TOULOUSE-BLAGNAC,2025012315,0,12.3,58
TOULOUSE-BLAGNAC,2025012316,0,11.5,59
TOULOUSE-BLAGNAC,2025012317,0,10,66
TOULOUSE-BLAGNAC,2025012318,0,8.7,74
TOULOUSE-BLAGNAC,2025012319,0,8.2,74
TOULOUSE-BLAGNAC,2025012320,0,8,76
TOULOUSE-BLAGNAC,2025012321,0,6.9,79
TOULOUSE-BLAGNAC,2025012322,0,5.4,87
TOULOUSE-BLAGNAC,2025012323,0,4.3,86
TOULOUSE-BLAGNAC,2025012400,0,4,88
TOULOUSE-BLAGNAC,2025012401,0,4.2,88
TOULOUSE-BLAGNAC,2025012402,0,3.7,91
TOULOUSE-BLAGNAC,2025012403,0,4.1,89
TOULOUSE-BLAGNAC,2025012404,0,3.9,88
TOULOUSE-BLAGNAC,2025012405,0,2.5,88
TOULOUSE-BLAGNAC,2025012406,0,2.6,92
TOULOUSE-BLAGNAC,2025012407,0,3.6,88
TOULOUSE-BLAGNAC,2025012408,0,3.7,89
TOULOUSE-BLAGNAC,2025012409,0,6.2,78
TOULOUSE-BLAGNAC,2025012410,0,8.3,73
TOULOUSE-BLAGNAC,2025012411,0,9.4,76
TOULOUSE-BLAGNAC,2025012412,0,11.5,75
TOULOUSE-BLAGNAC,2025012413,0,11.9,74
TOULOUSE-BLAGNAC,2025012414,0,12.8,72
TOULOUSE-BLAGNAC,2025012415,0,11.9,73
TOULOUSE-BLAGNAC,2025012416,0,10.9,76
TOULOUSE-BLAGNAC,2025012417,0,9.9,81
TOULOUSE-BLAGNAC,2025012418,0,9.5,85
TOULOUSE-BLAGNAC,2025012419,0,9.7,86
TOULOUSE-BLAGNAC,2025012420,0,9.6,88
TOULOUSE-BLAGNAC,2025012421,0,9.8,90
TOULOUSE-BLAGNAC,2025012422,0,10.2,89
TOULOUSE-BLAGNAC,2025012423,0,10.7,89
TOULOUSE-BLAGNAC,2025012500,0,11,88
TOULOUSE-BLAGNAC,2025012501,0,11,91
TOULOUSE-BLAGNAC,2025012502,0,10.9,91
TOULOUSE-BLAGNAC,2025012503,0,10.9,88
TOULOUSE-BLAGNAC,2025012504,0,10.8,88
TOULOUSE-BLAGNAC,2025012505,0,11.2,85
TOULOUSE-BLAGNAC,2025012506,0,11,88
TOULOUSE-BLAGNAC,2025012507,0,11.4,86
TOULOUSE-BLAGNAC,2025012508,0,11.5,87
TOULOUSE-BLAGNAC,2025012509,0,11.7,87
TOULOUSE-BLAGNAC,2025012510,0,11.9,85
TOULOUSE-BLAGNAC,2025012511,0,12.5,83
TOULOUSE-BLAGNAC,2025012512,0,13.1,81
TOULOUSE-BLAGNAC,2025012513,0,12.2,87
TOULOUSE-BLAGNAC,2025012514,1.8,11.7,93
TOULOUSE-BLAGNAC,2025012515,0.4,11.7,95
TOULOUSE-BLAGNAC,2025012516,1.2,9.7,87
TOULOUSE-BLAGNAC,2025012517,0,9.6,86
TOULOUSE-BLAGNAC,2025012518,0.2,9.2,91
TOULOUSE-BLAGNAC,2025012519,0.2,8.8,91
TOULOUSE-BLAGNAC,2025012520,0,8.6,92
TOULOUSE-BLAGNAC,2025012521,0,8.5,93
TOULOUSE-BLAGNAC,2025012522,0,8.3,92
TOULOUSE-BLAGNAC,2025012523,0,8.3,89
TOULOUSE-BLAGNAC,2025012600,0,7.1,88
TOULOUSE-BLAGNAC,2025012601,0,6.3,87
TOULOUSE-BLAGNAC,2025012602,0,4.5,94
TOULOUSE-BLAGNAC,2025012603,0,4.5,96
TOULOUSE-BLAGNAC,2025012604,0,3.7,96
TOULOUSE-BLAGNAC,2025012605,0,3.1,96
TOULOUSE-BLAGNAC,2025012606,0,2.4,97
TOULOUSE-BLAGNAC,2025012607,0,4.5,95
TOULOUSE-BLAGNAC,2025012608,0,5.1,90
TOULOUSE-BLAGNAC,2025012609,0,6.4,85
TOULOUSE-BLAGNAC,2025012610,0,8.3,78
TOULOUSE-BLAGNAC,2025012611,0,9.7,76
TOULOUSE-BLAGNAC,2025012612,0,10.8,70
TOULOUSE-BLAGNAC,2025012613,0,11.3,67
TOULOUSE-BLAGNAC,2025012614,0,11,71
TOULOUSE-BLAGNAC,2025012615,0,11,74
TOULOUSE-BLAGNAC,2025012616,0,10.9,74
TOULOUSE-BLAGNAC,2025012617,0,10.8,76
TOULOUSE-BLAGNAC,2025012618,0,10.8,74
TOULOUSE-BLAGNAC,2025012619,0.2,10.1,80
TOULOUSE-BLAGNAC,2025012620,0,10.3,76
TOULOUSE-BLAGNAC,2025012621,0,10.6,75
TOULOUSE-BLAGNAC,2025012622,0,11,73
TOULOUSE-BLAGNAC,2025012623,0,11,72
TOULOUSE-BLAGNAC,2025012700,0,11.2,72
TOULOUSE-BLAGNAC,2025012701,0,11.3,73
TOULOUSE-BLAGNAC,2025012702,0,11.5,72
TOULOUSE-BLAGNAC,2025012703,0,11.5,73
TOULOUSE-BLAGNAC,2025012704,0,11.5,74
TOULOUSE-BLAGNAC,2025012705,0,10,86
TOULOUSE-BLAGNAC,2025012706,0,10.3,84
TOULOUSE-BLAGNAC,2025012707,0,10.1,85
TOULOUSE-BLAGNAC,2025012708,0,10,88
TOULOUSE-BLAGNAC,2025012709,3.4,10,94
TOULOUSE-BLAGNAC,2025012710,0.2,10.6,93
TOULOUSE-BLAGNAC,2025012711,0.2,11.8,87
TOULOUSE-BLAGNAC,2025012712,0,12.4,82
TOULOUSE-BLAGNAC,2025012713,0,13.1,78
TOULOUSE-BLAGNAC,2025012714,0,12.5,79
TOULOUSE-BLAGNAC,2025012715,0,12.7,79
TOULOUSE-BLAGNAC,2025012716,0,12.2,78
TOULOUSE-BLAGNAC,2025012717,0,11.5,81
TOULOUSE-BLAGNAC,2025012718,0,10.6,85
TOULOUSE-BLAGNAC,2025012719,0,10.3,88
TOULOUSE-BLAGNAC,2025012720,2.6,8.9,93
TOULOUSE-BLAGNAC,2025012721,3.5,8.6,94
TOULOUSE-BLAGNAC,2025012722,0.2,8.1,94
TOULOUSE-BLAGNAC,2025012723,0,8.1,96
TOULOUSE-BLAGNAC,2025012800,1.6,7.3,93
TOULOUSE-BLAGNAC,2025012801,0,6.9,89
TOULOUSE-BLAGNAC,2025012802,0,6.8,93
TOULOUSE-BLAGNAC,2025012803,0,6.8,92
TOULOUSE-BLAGNAC,2025012804,0,5.4,90
TOULOUSE-BLAGNAC,2025012805,0,4.3,96
TOULOUSE-BLAGNAC,2025012806,0,3.6,97
TOULOUSE-BLAGNAC,2025012807,0,3.4,97
TOULOUSE-BLAGNAC,2025012808,0,4.9,98
TOULOUSE-BLAGNAC,2025012809,0,6.8,84
TOULOUSE-BLAGNAC,2025012810,0,7.4,80
TOULOUSE-BLAGNAC,2025012811,0,10.1,63
TOULOUSE-BLAGNAC,2025012812,0,11.7,51
TOULOUSE-BLAGNAC,2025012813,0,12.4,48
TOULOUSE-BLAGNAC,2025012814,0.2,9.4,72
TOULOUSE-BLAGNAC,2025012815,1.2,8.2,85
TOULOUSE-BLAGNAC,2025012816,5.5,7.9,88
TOULOUSE-BLAGNAC,2025012817,4.4,8.1,91
TOULOUSE-BLAGNAC,2025012818,1.2,8.8,88
TOULOUSE-BLAGNAC,2025012819,0.2,9.2,88
TOULOUSE-BLAGNAC,2025012820,0,9.4,83
TOULOUSE-BLAGNAC,2025012821,0.2,9.1,84
TOULOUSE-BLAGNAC,2025012822,0.4,7.9,83
TOULOUSE-BLAGNAC,2025012823,0,7.7,83
TOULOUSE-BLAGNAC,2025012900,0,7.5,82
TOULOUSE-BLAGNAC,2025012901,0,7.5,82
TOULOUSE-BLAGNAC,2025012902,0,7.7,80
TOULOUSE-BLAGNAC,2025012903,0,7,81
TOULOUSE-BLAGNAC,2025012904,0,5.6,83
TOULOUSE-BLAGNAC,2025012905,0,4.1,91
TOULOUSE-BLAGNAC,2025012906,0,3.8,90
TOULOUSE-BLAGNAC,2025012907,0,4,92
TOULOUSE-BLAGNAC,2025012908,0,3.4,96
TOULOUSE-BLAGNAC,2025012909,0,6.8,81
TOULOUSE-BLAGNAC,2025012910,0,9,74
TOULOUSE-BLAGNAC,2025012911,0,10.5,65
TOULOUSE-BLAGNAC,2025012912,0,11.3,59
TOULOUSE-BLAGNAC,2025012913,0,11.5,58
TOULOUSE-BLAGNAC,2025012914,0,11.8,61
TOULOUSE-BLAGNAC,2025012915,0,11.2,68
TOULOUSE-BLAGNAC,2025012916,0,10.8,71
TOULOUSE-BLAGNAC,2025012917,0,10.3,74
TOULOUSE-BLAGNAC,2025012918,0,10.1,73
TOULOUSE-BLAGNAC,2025012919,0,9.6,76
TOULOUSE-BLAGNAC,2025012920,0,9.5,77
TOULOUSE-BLAGNAC,2025012921,0,8.9,81
TOULOUSE-BLAGNAC,2025012922,0,8.8,84
TOULOUSE-BLAGNAC,2025012923,0,9,81
TOULOUSE-BLAGNAC,2025013000,0,8.3,85
TOULOUSE-BLAGNAC,2025013001,0,6,90
TOULOUSE-BLAGNAC,2025013002,0,5.5,95
TOULOUSE-BLAGNAC,2025013003,0,4,94
TOULOUSE-BLAGNAC,2025013004,0,4.3,96
TOULOUSE-BLAGNAC,2025013005,0,3.7,97
TOULOUSE-BLAGNAC,2025013006,0,3.1,98
TOULOUSE-BLAGNAC,2025013007,0,2.5,98
TOULOUSE-BLAGNAC,2025013008,0,3.1,99
TOULOUSE-BLAGNAC,2025013009,0,4.7,98
TOULOUSE-BLAGNAC,2025013010,0,6.7,94
TOULOUSE-BLAGNAC,2025013011,0,8.9,84
TOULOUSE-BLAGNAC,2025013012,0,10.8,75
TOULOUSE-BLAGNAC,2025013013,0,12.3,72
TOULOUSE-BLAGNAC,2025013014,0,12.6,65
TOULOUSE-BLAGNAC,2025013015,0,12.2,68
TOULOUSE-BLAGNAC,2025013016,0,11.8,70
TOULOUSE-BLAGNAC,2025013017,0,11.3,74
TOULOUSE-BLAGNAC,2025013018,0,10.8,76
TOULOUSE-BLAGNAC,2025013019,0,10,82
TOULOUSE-BLAGNAC,2025013020,0,9.8,80
TOULOUSE-BLAGNAC,2025013021,0.2,9,85
TOULOUSE-BLAGNAC,2025013022,0,8.2,87
TOULOUSE-BLAGNAC,2025013023,0,8.2,88
TOULOUSE-BLAGNAC,2025013100,0,8,86
TOULOUSE-BLAGNAC,2025013101,0,7.2,86
TOULOUSE-BLAGNAC,2025013102,0,6.2,89
TOULOUSE-BLAGNAC,2025013103,0,4.9,93
TOULOUSE-BLAGNAC,2025013104,0,5.8,90
TOULOUSE-BLAGNAC,2025013105,0,5.4,90
TOULOUSE-BLAGNAC,2025013106,0,4.6,90
TOULOUSE-BLAGNAC,2025013107,0,3.9,92
TOULOUSE-BLAGNAC,2025013108,0,4,92
TOULOUSE-BLAGNAC,2025013109,0,5.9,87
TOULOUSE-BLAGNAC,2025013110,0,7,81
TOULOUSE-BLAGNAC,2025013111,0,8.2,69
TOULOUSE-BLAGNAC,2025013112,0,9.6,61
TOULOUSE-BLAGNAC,2025013113,0,8.8,56
TOULOUSE-BLAGNAC,2025013114,0,8.9,59
TOULOUSE-BLAGNAC,2025013115,0,8.4,58
TOULOUSE-BLAGNAC,2025013116,0,8.4,59
TOULOUSE-BLAGNAC,2025013117,0,7.1,62
TOULOUSE-BLAGNAC,2025013118,0,6.2,69
TOULOUSE-BLAGNAC,2025013119,0,5.5,72
TOULOUSE-BLAGNAC,2025013120,0,5.6,74
TOULOUSE-BLAGNAC,2025013121,0,6.5,70
TOULOUSE-BLAGNAC,2025013122,0,6.1,70
TOULOUSE-BLAGNAC,2025013123,0,6.6,65
TOULOUSE-BLAGNAC,2025020100,0,5.2,78
TOULOUSE-BLAGNAC,2025020101,0,4.2,83
TOULOUSE-BLAGNAC,2025020102,0,3.7,86
TOULOUSE-BLAGNAC,2025020103,0,3.8,86
TOULOUSE-BLAGNAC,2025020104,0,4,84
TOULOUSE-BLAGNAC,2025020105,0,4.3,84
TOULOUSE-BLAGNAC,2025020106,0,3.7,83
TOULOUSE-BLAGNAC,2025020107,0,3.4,86
TOULOUSE-BLAGNAC,2025020108,0,3.7,87
TOULOUSE-BLAGNAC,2025020109,0,5.5,74
TOULOUSE-BLAGNAC,2025020110,0,7,64
TOULOUSE-BLAGNAC,2025020111,0,8,60
TOULOUSE-BLAGNAC,2025020112,0,9,55
TOULOUSE-BLAGNAC,2025020113,0,9.6,56
TOULOUSE-BLAGNAC,2025020114,0,9.9,56
TOULOUSE-BLAGNAC,2025020115,0,9.9,51
TOULOUSE-BLAGNAC,2025020116,0,9.5,50
TOULOUSE-BLAGNAC,2025020117,0,7.9,58
TOULOUSE-BLAGNAC,2025020118,0,6.4,65
TOULOUSE-BLAGNAC,2025020119,0,5.1,72
TOULOUSE-BLAGNAC,2025020120,0,4.9,73
TOULOUSE-BLAGNAC,2025020121,0,4,78
TOULOUSE-BLAGNAC,2025020122,0,2.7,85
TOULOUSE-BLAGNAC,2025020123,0,1.2,88
TOULOUSE-BLAGNAC,2025020200,0,1.3,91
TOULOUSE-BLAGNAC,2025020201,0,0.9,93
TOULOUSE-BLAGNAC,2025020202,0,0.6,94
TOULOUSE-BLAGNAC,2025020203,0,0.9,94
TOULOUSE-BLAGNAC,2025020204,0,0.6,94
TOULOUSE-BLAGNAC,2025020205,0,0.6,94
TOULOUSE-BLAGNAC,2025020206,0,1.1,93
TOULOUSE-BLAGNAC,2025020207,0,0.3,94
TOULOUSE-BLAGNAC,2025020208,0,0.6,95
TOULOUSE-BLAGNAC,2025020209,0,3.1,89
TOULOUSE-BLAGNAC,2025020210,0,6.7,76
TOULOUSE-BLAGNAC,2025020211,0,8.9,65
TOULOUSE-BLAGNAC,2025020212,0,9.8,58
TOULOUSE-BLAGNAC,2025020213,0,10.4,54
TOULOUSE-BLAGNAC,2025020214,0,10.9,53
TOULOUSE-BLAGNAC,2025020215,0,11.2,53
TOULOUSE-BLAGNAC,2025020216,0,11,53
TOULOUSE-BLAGNAC,2025020217,0,10,58
TOULOUSE-BLAGNAC,2025020218,0,7.8,68
TOULOUSE-BLAGNAC,2025020219,0,6.5,73
TOULOUSE-BLAGNAC,2025020220,0,6.3,72
TOULOUSE-BLAGNAC,2025020221,0,5.4,75
TOULOUSE-BLAGNAC,2025020222,0,4.8,76
TOULOUSE-BLAGNAC,2025020223,0,3.1,84
TOULOUSE-BLAGNAC,2025020300,0,2.4,89
TOULOUSE-BLAGNAC,2025020301,0,1.6,91
TOULOUSE-BLAGNAC,2025020302,0,0.8,92
TOULOUSE-BLAGNAC,2025020303,0,1.1,94
TOULOUSE-BLAGNAC,2025020304,0,0.7,94
TOULOUSE-BLAGNAC,2025020305,0,0.1,95
TOULOUSE-BLAGNAC,2025020306,0,0.3,94
TOULOUSE-BLAGNAC,2025020307,0,0.5,95
TOULOUSE-BLAGNAC,2025020308,0,1.4,93
TOULOUSE-BLAGNAC,2025020309,0,4.3,84
TOULOUSE-BLAGNAC,2025020310,0,7.8,76
TOULOUSE-BLAGNAC,2025020311,0,10.1,70
TOULOUSE-BLAGNAC,2025020312,0,11.2,64
TOULOUSE-BLAGNAC,2025020313,0,12.1,63
TOULOUSE-BLAGNAC,2025020314,0,12.9,58
TOULOUSE-BLAGNAC,2025020315,0,13,56
TOULOUSE-BLAGNAC,2025020316,0,12.5,58
TOULOUSE-BLAGNAC,2025020317,0,10.9,63
TOULOUSE-BLAGNAC,2025020318,0,8.7,71
TOULOUSE-BLAGNAC,2025020319,0,6.9,77
TOULOUSE-BLAGNAC,2025020320,0,5.9,82
TOULOUSE-BLAGNAC,2025020321,0,4.6,86
TOULOUSE-BLAGNAC,2025020322,0,3.4,91
TOULOUSE-BLAGNAC,2025020323,0,3.4,93
TOULOUSE-BLAGNAC,2025020400,0,2.4,95
TOULOUSE-BLAGNAC,2025020401,0,1.7,94
TOULOUSE-BLAGNAC,2025020402,0,1.1,95
TOULOUSE-BLAGNAC,2025020403,0,1.3,96
TOULOUSE-BLAGNAC,2025020404,0,0.5,96
TOULOUSE-BLAGNAC,2025020405,0,0.4,96
TOULOUSE-BLAGNAC,2025020406,0,0.3,96
TOULOUSE-BLAGNAC,2025020407,0,0.2,96
TOULOUSE-BLAGNAC,2025020408,0,0.7,96
TOULOUSE-BLAGNAC,2025020409,0,3.2,88
TOULOUSE-BLAGNAC,2025020410,0,6.6,77
TOULOUSE-BLAGNAC,2025020411,0,8.7,69
TOULOUSE-BLAGNAC,2025020412,0,10.6,64
TOULOUSE-BLAGNAC,2025020413,0,12.2,59
TOULOUSE-BLAGNAC,2025020414,0,13.5,54
TOULOUSE-BLAGNAC,2025020415,0,13.8,47
TOULOUSE-BLAGNAC,2025020416,0,13.5,50
TOULOUSE-BLAGNAC,2025020417,0,11.5,56
TOULOUSE-BLAGNAC,2025020418,0,8.3,66
TOULOUSE-BLAGNAC,2025020419,0,8.2,65
TOULOUSE-BLAGNAC,2025020420,0,6.7,66
TOULOUSE-BLAGNAC,2025020421,0,5,74
TOULOUSE-BLAGNAC,2025020422,0,3.3,86
TOULOUSE-BLAGNAC,2025020423,0,3.3,85
TOULOUSE-BLAGNAC,2025020500,0,2,90
TOULOUSE-BLAGNAC,2025020501,0,1.8,91
TOULOUSE-BLAGNAC,2025020502,0,1.2,93
TOULOUSE-BLAGNAC,2025020503,0,-0.1,93
TOULOUSE-BLAGNAC,2025020504,0,0.5,95
TOULOUSE-BLAGNAC,2025020505,0,0.5,94
TOULOUSE-BLAGNAC,2025020506,0,0.2,96
TOULOUSE-BLAGNAC,2025020507,0,0.6,96
TOULOUSE-BLAGNAC,2025020508,0,1.7,95
TOULOUSE-BLAGNAC,2025020509,0,4.8,88
TOULOUSE-BLAGNAC,2025020510,0,9.2,80
TOULOUSE-BLAGNAC,2025020511,0,10.8,69
TOULOUSE-BLAGNAC,2025020512,0,11.7,66
TOULOUSE-BLAGNAC,2025020513,0,12.5,66
TOULOUSE-BLAGNAC,2025020514,0,13.3,46
TOULOUSE-BLAGNAC,2025020515,0,13.4,50
TOULOUSE-BLAGNAC,2025020516,0,12.9,48
TOULOUSE-BLAGNAC,2025020517,0,11.2,51
TOULOUSE-BLAGNAC,2025020518,0,9.1,59
TOULOUSE-BLAGNAC,2025020519,0,7.2,66
TOULOUSE-BLAGNAC,2025020520,0,7.2,70
TOULOUSE-BLAGNAC,2025020521,0,6.7,72
