NOM_USUEL,AAAAMMJJHH,RR1,T,U
TOULOUSE-BLAGNAC,2024010100,0,5.6,88
TOULOUSE-BLAGNAC,2024010101,0,4.9,90
TOULOUSE-BLAGNAC,2024010102,0,4.8,92
TOULOUSE-BLAGNAC,2024010103,0,4.9,92
TOULOUSE-BLAGNAC,2024010104,0,4.9,92
TOULOUSE-BLAGNAC,2024010105,0,5,91
TOULOUSE-BLAGNAC,2024010106,0,5.1,91
TOULOUSE-BLAGNAC,2024010107,0,5.4,91
TOULOUSE-BLAGNAC,2024010108,0,5.8,87
TOULOUSE-BLAGNAC,2024010109,0,6.6,84
TOULOUSE-BLAGNAC,2024010110,0,8.5,80
TOULOUSE-BLAGNAC,2024010111,0,11.1,66
TOULOUSE-BLAGNAC,2024010112,0,11.5,59
TOULOUSE-BLAGNAC,2024010113,0,12.7,58
TOULOUSE-BLAGNAC,2024010114,0,13,57
TOULOUSE-BLAGNAC,2024010115,0,13.6,55
TOULOUSE-BLAGNAC,2024010116,0,12.3,58
TOULOUSE-BLAGNAC,2024010117,0,10,67
TOULOUSE-BLAGNAC,2024010118,0,7.9,78
TOULOUSE-BLAGNAC,2024010119,0,6.9,82
TOULOUSE-BLAGNAC,2024010120,0,6.4,84
TOULOUSE-BLAGNAC,2024010121,0,5.2,88
TOULOUSE-BLAGNAC,2024010122,0,4.5,90
TOULOUSE-BLAGNAC,2024010123,0,3.9,90
TOULOUSE-BLAGNAC,2024010200,0,3.6,90
TOULOUSE-BLAGNAC,2024010201,0,3.8,90
TOULOUSE-BLAGNAC,2024010202,0,3.8,90
TOULOUSE-BLAGNAC,2024010203,0,4,90
TOULOUSE-BLAGNAC,2024010204,0,4.6,85
TOULOUSE-BLAGNAC,2024010205,0,4.7,85
TOULOUSE-BLAGNAC,2024010206,0,4.3,85
TOULOUSE-BLAGNAC,2024010207,0,4.5,87
TOULOUSE-BLAGNAC,2024010208,0,4.5,88
TOULOUSE-BLAGNAC,2024010209,0,5.9,85
TOULOUSE-BLAGNAC,2024010210,0,9.2,81
TOULOUSE-BLAGNAC,2024010211,0,9.8,77
TOULOUSE-BLAGNAC,2024010212,0,11,75
TOULOUSE-BLAGNAC,2024010213,0,12.2,69
TOULOUSE-BLAGNAC,2024010214,0,11.8,74
TOULOUSE-BLAGNAC,2024010215,0,11.8,73
TOULOUSE-BLAGNAC,2024010216,0,11.3,75
TOULOUSE-BLAGNAC,2024010217,0,10.8,76
TOULOUSE-BLAGNAC,2024010218,0,10.7,76
TOULOUSE-BLAGNAC,2024010219,0,10.1,80
TOULOUSE-BLAGNAC,2024010220,0,9.8,81
TOULOUSE-BLAGNAC,2024010221,0,9.6,83
TOULOUSE-BLAGNAC,2024010222,0,9.4,88
TOULOUSE-BLAGNAC,2024010223,0,9,89
TOULOUSE-BLAGNAC,2024010300,0,8.5,88
TOULOUSE-BLAGNAC,2024010301,0,7.1,92
TOULOUSE-BLAGNAC,2024010302,0,6.4,94
TOULOUSE-BLAGNAC,2024010303,0,6.7,96
TOULOUSE-BLAGNAC,2024010304,0,6.8,95
TOULOUSE-BLAGNAC,2024010305,0,6.5,96
TOULOUSE-BLAGNAC,2024010306,0,7.1,95
TOULOUSE-BLAGNAC,2024010307,0,7.8,94
TOULOUSE-BLAGNAC,2024010308,0,8.2,91
TOULOUSE-BLAGNAC,2024010309,0,8.6,89
TOULOUSE-BLAGNAC,2024010310,0,9.2,87
TOULOUSE-BLAGNAC,2024010311,0,9.8,87
TOULOUSE-BLAGNAC,2024010312,0,10.7,82
TOULOUSE-BLAGNAC,2024010313,0,12,80
TOULOUSE-BLAGNAC,2024010314,0,12.6,81
TOULOUSE-BLAGNAC,2024010315,0,13.8,71
TOULOUSE-BLAGNAC,2024010316,0,13.4,74
TOULOUSE-BLAGNAC,2024010317,0,13.2,73
TOULOUSE-BLAGNAC,2024010318,0,12.9,74
TOULOUSE-BLAGNAC,2024010319,0,12.6,74
TOULOUSE-BLAGNAC,2024010320,0,12.3,73
TOULOUSE-BLAGNAC,2024010321,0,11.9,74
TOULOUSE-BLAGNAC,2024010322,0,11.8,74
TOULOUSE-BLAGNAC,2024010323,0,11.1,74
TOULOUSE-BLAGNAC,2024010400,0,10.4,77
TOULOUSE-BLAGNAC,2024010401,0,10.3,77
TOULOUSE-BLAGNAC,2024010402,0,10.5,77
TOULOUSE-BLAGNAC,2024010403,0,10.1,77
TOULOUSE-BLAGNAC,2024010404,0,7.4,86
TOULOUSE-BLAGNAC,2024010405,0,6.5,90
TOULOUSE-BLAGNAC,2024010406,0,5.7,93
TOULOUSE-BLAGNAC,2024010407,0,4.9,93
TOULOUSE-BLAGNAC,2024010408,0,5.1,93
TOULOUSE-BLAGNAC,2024010409,0,7.9,86
TOULOUSE-BLAGNAC,2024010410,0,10.2,76
TOULOUSE-BLAGNAC,2024010411,0,12.2,70
TOULOUSE-BLAGNAC,2024010412,0,14.4,63
TOULOUSE-BLAGNAC,2024010413,0,15.5,60
TOULOUSE-BLAGNAC,2024010414,0,15.7,59
TOULOUSE-BLAGNAC,2024010415,0,14.5,62
TOULOUSE-BLAGNAC,2024010416,0,13.2,66
TOULOUSE-BLAGNAC,2024010417,0,10.6,74
TOULOUSE-BLAGNAC,2024010418,0,9.6,80
TOULOUSE-BLAGNAC,2024010419,0,9.2,85
TOULOUSE-BLAGNAC,2024010420,0,8.5,89
TOULOUSE-BLAGNAC,2024010421,0,8.1,90
TOULOUSE-BLAGNAC,2024010422,0,7.7,90
TOULOUSE-BLAGNAC,2024010423,0,7.4,92
TOULOUSE-BLAGNAC,2024010500,0,7.4,92
TOULOUSE-BLAGNAC,2024010501,0,7.3,93
TOULOUSE-BLAGNAC,2024010502,0,7.2,94
TOULOUSE-BLAGNAC,2024010503,0,7.2,94
TOULOUSE-BLAGNAC,2024010504,0,7.2,94
TOULOUSE-BLAGNAC,2024010505,0.2,7.5,95
TOULOUSE-BLAGNAC,2024010506,0.2,7.4,95
TOULOUSE-BLAGNAC,2024010507,0.4,7.6,96
TOULOUSE-BLAGNAC,2024010508,0.8,8.2,94
TOULOUSE-BLAGNAC,2024010509,0.2,8.2,94
TOULOUSE-BLAGNAC,2024010510,0.4,8.2,94
TOULOUSE-BLAGNAC,2024010511,0,8.7,92
TOULOUSE-BLAGNAC,2024010512,0.2,8.6,89
TOULOUSE-BLAGNAC,2024010513,0,8.9,87
TOULOUSE-BLAGNAC,2024010514,0,9,86
TOULOUSE-BLAGNAC,2024010515,0,8.6,88
TOULOUSE-BLAGNAC,2024010516,0,8.3,88
TOULOUSE-BLAGNAC,2024010517,0,8.1,88
TOULOUSE-BLAGNAC,2024010518,0,7.8,88
TOULOUSE-BLAGNAC,2024010519,0.4,7.2,90
TOULOUSE-BLAGNAC,2024010520,0,7,91
TOULOUSE-BLAGNAC,2024010521,0,7.1,91
TOULOUSE-BLAGNAC,2024010522,0,6.8,93
TOULOUSE-BLAGNAC,2024010523,0.4,6.8,94
TOULOUSE-BLAGNAC,2024010600,0,7.1,94
TOULOUSE-BLAGNAC,2024010601,0,7.3,93
TOULOUSE-BLAGNAC,2024010602,0,6.8,91
TOULOUSE-BLAGNAC,2024010603,0,6.2,92
TOULOUSE-BLAGNAC,2024010604,0,6,93
TOULOUSE-BLAGNAC,2024010605,0,5.5,94
TOULOUSE-BLAGNAC,2024010606,0,5.5,94
TOULOUSE-BLAGNAC,2024010607,0,5.8,94
TOULOUSE-BLAGNAC,2024010608,0,6,93
TOULOUSE-BLAGNAC,2024010609,0,6.5,90
TOULOUSE-BLAGNAC,2024010610,0,6.9,89
TOULOUSE-BLAGNAC,2024010611,0,7.1,85
TOULOUSE-BLAGNAC,2024010612,0,7.9,80
TOULOUSE-BLAGNAC,2024010613,0,8,76
TOULOUSE-BLAGNAC,2024010614,0,8,73
TOULOUSE-BLAGNAC,2024010615,0,8,69
TOULOUSE-BLAGNAC,2024010616,0,7,76
TOULOUSE-BLAGNAC,2024010617,0,6.6,77
TOULOUSE-BLAGNAC,2024010618,0,6.3,83
TOULOUSE-BLAGNAC,2024010619,0,6.3,84
TOULOUSE-BLAGNAC,2024010620,0,6.2,82
TOULOUSE-BLAGNAC,2024010621,0,6.1,86
TOULOUSE-BLAGNAC,2024010622,0,6.1,85
TOULOUSE-BLAGNAC,2024010623,0.2,5.8,90
TOULOUSE-BLAGNAC,2024010700,0,5.7,88
TOULOUSE-BLAGNAC,2024010701,0,5.4,88
TOULOUSE-BLAGNAC,2024010702,0,5.3,87
TOULOUSE-BLAGNAC,2024010703,0,5,88
TOULOUSE-BLAGNAC,2024010704,0,4.9,84
TOULOUSE-BLAGNAC,2024010705,0,4.6,86
TOULOUSE-BLAGNAC,2024010706,0,4.4,86
TOULOUSE-BLAGNAC,2024010707,0,4.3,83
TOULOUSE-BLAGNAC,2024010708,0,4.3,80
TOULOUSE-BLAGNAC,2024010709,0,4.1,82
TOULOUSE-BLAGNAC,2024010710,0,4.9,78
TOULOUSE-BLAGNAC,2024010711,0,4.7,76
TOULOUSE-BLAGNAC,2024010712,0,5,74
TOULOUSE-BLAGNAC,2024010713,0,5,75
TOULOUSE-BLAGNAC,2024010714,0,5.2,68
TOULOUSE-BLAGNAC,2024010715,0,5,68
TOULOUSE-BLAGNAC,2024010716,0,4.9,69
TOULOUSE-BLAGNAC,2024010717,0,4.8,68
TOULOUSE-BLAGNAC,2024010718,0,4.6,71
TOULOUSE-BLAGNAC,2024010719,0,4.7,67
TOULOUSE-BLAGNAC,2024010720,0,4.6,71
TOULOUSE-BLAGNAC,2024010721,0,4.4,71
TOULOUSE-BLAGNAC,2024010722,0,4.2,71
TOULOUSE-BLAGNAC,2024010723,0,4,71
TOULOUSE-BLAGNAC,2024010800,0,3.9,74
TOULOUSE-BLAGNAC,2024010801,0,3.8,76
TOULOUSE-BLAGNAC,2024010802,0,3.7,78
TOULOUSE-BLAGNAC,2024010803,0,3.5,80
TOULOUSE-BLAGNAC,2024010804,0,3.4,82
TOULOUSE-BLAGNAC,2024010805,0,3.4,83
TOULOUSE-BLAGNAC,2024010806,0,3.4,84
TOULOUSE-BLAGNAC,2024010807,0,3.4,84
TOULOUSE-BLAGNAC,2024010808,0,3.5,85
TOULOUSE-BLAGNAC,2024010809,0,3.3,89
TOULOUSE-BLAGNAC,2024010810,0,3.7,85
TOULOUSE-BLAGNAC,2024010811,0,3.7,83
TOULOUSE-BLAGNAC,2024010812,0,2.9,91
TOULOUSE-BLAGNAC,2024010813,0,3.7,91
TOULOUSE-BLAGNAC,2024010814,0,4.3,84
TOULOUSE-BLAGNAC,2024010815,0.4,3.6,89
TOULOUSE-BLAGNAC,2024010816,0,3.6,89
TOULOUSE-BLAGNAC,2024010817,0,2.8,86
TOULOUSE-BLAGNAC,2024010818,0,2.9,88
TOULOUSE-BLAGNAC,2024010819,0,2.6,85
TOULOUSE-BLAGNAC,2024010820,0,2.1,80
TOULOUSE-BLAGNAC,2024010821,0,1.3,86
TOULOUSE-BLAGNAC,2024010822,0,1.4,85
TOULOUSE-BLAGNAC,2024010823,0,1.7,82
TOULOUSE-BLAGNAC,2024010900,0,1.2,81
TOULOUSE-BLAGNAC,2024010901,0,0.2,90
TOULOUSE-BLAGNAC,2024010902,0,-1.5,92
TOULOUSE-BLAGNAC,2024010903,0,-0.6,90
TOULOUSE-BLAGNAC,2024010904,0,-1,89
TOULOUSE-BLAGNAC,2024010905,0,-1.6,91
TOULOUSE-BLAGNAC,2024010906,0,-1.2,89
TOULOUSE-BLAGNAC,2024010907,0,-1.2,83
TOULOUSE-BLAGNAC,2024010908,0,-1.3,88
TOULOUSE-BLAGNAC,2024010909,0,1.1,73
TOULOUSE-BLAGNAC,2024010910,0,1.8,69
TOULOUSE-BLAGNAC,2024010911,0,2.2,68
TOULOUSE-BLAGNAC,2024010912,0,3,65
TOULOUSE-BLAGNAC,2024010913,0,4.2,60
TOULOUSE-BLAGNAC,2024010914,0,4.5,60
TOULOUSE-BLAGNAC,2024010915,0,4.8,58
TOULOUSE-BLAGNAC,2024010916,0,3.5,61
TOULOUSE-BLAGNAC,2024010917,0,,66
TOULOUSE-BLAGNAC,2024010918,0,1.8,70
TOULOUSE-BLAGNAC,2024010919,0,0.3,78
TOULOUSE-BLAGNAC,2024010920,0,0.8,74
TOULOUSE-BLAGNAC,2024010921,0,0.5,76
TOULOUSE-BLAGNAC,2024010922,0,-0.5,81
TOULOUSE-BLAGNAC,2024010923,0,-1.4,86
TOULOUSE-BLAGNAC,2024011000,0,-1.8,89
TOULOUSE-BLAGNAC,2024011001,0,-3.2,93
TOULOUSE-BLAGNAC,2024011002,0,-3.5,90
TOULOUSE-BLAGNAC,2024011003,0,-2.8,93
TOULOUSE-BLAGNAC,2024011004,0,-2.6,95
TOULOUSE-BLAGNAC,2024011005,0,-0.8,88
TOULOUSE-BLAGNAC,2024011006,0,-0.5,87
TOULOUSE-BLAGNAC,2024011007,0,0,83
TOULOUSE-BLAGNAC,2024011008,0,-0.3,84
TOULOUSE-BLAGNAC,2024011009,0,1.5,79
TOULOUSE-BLAGNAC,2024011010,0,1.6,80
TOULOUSE-BLAGNAC,2024011011,0,2.5,73
TOULOUSE-BLAGNAC,2024011012,0,2.9,72
TOULOUSE-BLAGNAC,2024011013,0,3.6,70
TOULOUSE-BLAGNAC,2024011014,0,4.2,68
TOULOUSE-BLAGNAC,2024011015,0,4.7,63
TOULOUSE-BLAGNAC,2024011016,0,4.7,68
TOULOUSE-BLAGNAC,2024011017,0,4.2,73
TOULOUSE-BLAGNAC,2024011018,0,4.1,80
TOULOUSE-BLAGNAC,2024011019,0,3.6,80
TOULOUSE-BLAGNAC,2024011020,0,3.2,86
TOULOUSE-BLAGNAC,2024011021,0,2.9,87
TOULOUSE-BLAGNAC,2024011022,0,2.8,87
TOULOUSE-BLAGNAC,2024011023,0,2.6,89
TOULOUSE-BLAGNAC,2024011100,0,2.5,91
TOULOUSE-BLAGNAC,2024011101,0,2.2,93
TOULOUSE-BLAGNAC,2024011102,0,2.4,93
TOULOUSE-BLAGNAC,2024011103,0,2.4,92
TOULOUSE-BLAGNAC,2024011104,0,2.3,93
TOULOUSE-BLAGNAC,2024011105,0,2.3,92
TOULOUSE-BLAGNAC,2024011106,0,2,92
TOULOUSE-BLAGNAC,2024011107,0,2,93
TOULOUSE-BLAGNAC,2024011108,0,2,93
TOULOUSE-BLAGNAC,2024011109,0,2.1,92
TOULOUSE-BLAGNAC,2024011110,0,2.8,83
TOULOUSE-BLAGNAC,2024011111,0,3.8,77
TOULOUSE-BLAGNAC,2024011112,0,4.4,72
TOULOUSE-BLAGNAC,2024011113,0,5.2,73
TOULOUSE-BLAGNAC,2024011114,0,5.1,71
TOULOUSE-BLAGNAC,2024011115,0,5.3,70
TOULOUSE-BLAGNAC,2024011116,0,5.1,73
TOULOUSE-BLAGNAC,2024011117,0,4.3,77
TOULOUSE-BLAGNAC,2024011118,0,4.4,77
TOULOUSE-BLAGNAC,2024011119,0,4.1,77
TOULOUSE-BLAGNAC,2024011120,0,3.9,80
TOULOUSE-BLAGNAC,2024011121,0,3.6,82
TOULOUSE-BLAGNAC,2024011122,0,3.2,86
TOULOUSE-BLAGNAC,2024011123,0,2.6,89
TOULOUSE-BLAGNAC,2024011200,0,1.3,92
TOULOUSE-BLAGNAC,2024011201,0,1.7,94
TOULOUSE-BLAGNAC,2024011202,0,0.7,93
TOULOUSE-BLAGNAC,2024011203,0,-0.1,94
TOULOUSE-BLAGNAC,2024011204,0,-0.5,96
TOULOUSE-BLAGNAC,2024011205,0,-1,97
TOULOUSE-BLAGNAC,2024011206,0,-1.1,99
TOULOUSE-BLAGNAC,2024011207,0,-0.7,99
TOULOUSE-BLAGNAC,2024011208,0,0,99
TOULOUSE-BLAGNAC,2024011209,0,0.3,98
TOULOUSE-BLAGNAC,2024011210,0,1.1,95
TOULOUSE-BLAGNAC,2024011211,0,0.7,98
TOULOUSE-BLAGNAC,2024011212,0,1.4,98
TOULOUSE-BLAGNAC,2024011213,0,2.1,95
TOULOUSE-BLAGNAC,2024011214,0,3,88
TOULOUSE-BLAGNAC,2024011215,0,3.4,83
TOULOUSE-BLAGNAC,2024011216,0,3.4,83
TOULOUSE-BLAGNAC,2024011217,0,3.4,84
TOULOUSE-BLAGNAC,2024011218,0,3.3,85
TOULOUSE-BLAGNAC,2024011219,0,3.1,83
TOULOUSE-BLAGNAC,2024011220,0,1.5,88
TOULOUSE-BLAGNAC,2024011221,0,0.7,90
TOULOUSE-BLAGNAC,2024011222,0,-1.5,96
TOULOUSE-BLAGNAC,2024011223,0,-1.4,98
TOULOUSE-BLAGNAC,2024011300,0,-1.8,95
TOULOUSE-BLAGNAC,2024011301,0,-2.2,95
TOULOUSE-BLAGNAC,2024011302,0,-1.9,98
TOULOUSE-BLAGNAC,2024011303,0,-1.5,98
TOULOUSE-BLAGNAC,2024011304,0,-1.7,98
TOULOUSE-BLAGNAC,2024011305,0,-1.7,98
TOULOUSE-BLAGNAC,2024011306,0,-2,98
TOULOUSE-BLAGNAC,2024011307,0,-2.1,98
TOULOUSE-BLAGNAC,2024011308,0,-1.9,99
TOULOUSE-BLAGNAC,2024011309,0,-0.7,99
TOULOUSE-BLAGNAC,2024011310,0,-0.5,98
TOULOUSE-BLAGNAC,2024011311,0,1.1,98
TOULOUSE-BLAGNAC,2024011312,0,2.6,92
TOULOUSE-BLAGNAC,2024011313,0,4.9,74
TOULOUSE-BLAGNAC,2024011314,0,6.9,68
TOULOUSE-BLAGNAC,2024011315,0,8,66
TOULOUSE-BLAGNAC,2024011316,0,6.9,73
TOULOUSE-BLAGNAC,2024011317,0,6.1,78
TOULOUSE-BLAGNAC,2024011318,0,4.3,83
TOULOUSE-BLAGNAC,2024011319,0,3.9,89
TOULOUSE-BLAGNAC,2024011320,0,3.4,84
TOULOUSE-BLAGNAC,2024011321,0,3.8,82
TOULOUSE-BLAGNAC,2024011322,0,2.9,84
TOULOUSE-BLAGNAC,2024011323,0,2.6,89
TOULOUSE-BLAGNAC,2024011400,0,2.4,91
TOULOUSE-BLAGNAC,2024011401,0,1.3,91
TOULOUSE-BLAGNAC,2024011402,0,1.4,93
TOULOUSE-BLAGNAC,2024011403,0,0.4,92
TOULOUSE-BLAGNAC,2024011404,0,0.4,95
TOULOUSE-BLAGNAC,2024011405,0,0.5,95
TOULOUSE-BLAGNAC,2024011406,0,1.2,95
TOULOUSE-BLAGNAC,2024011407,0,2.1,94
TOULOUSE-BLAGNAC,2024011408,0,3,93
TOULOUSE-BLAGNAC,2024011409,0,4.3,90
TOULOUSE-BLAGNAC,2024011410,0,5.9,87
TOULOUSE-BLAGNAC,2024011411,0,7.5,82
TOULOUSE-BLAGNAC,2024011412,0,9.2,77
TOULOUSE-BLAGNAC,2024011413,0,11,70
TOULOUSE-BLAGNAC,2024011414,0,11.6,70
TOULOUSE-BLAGNAC,2024011415,0,11.5,68
TOULOUSE-BLAGNAC,2024011416,0,11.2,68
TOULOUSE-BLAGNAC,2024011417,0,10.2,75
TOULOUSE-BLAGNAC,2024011418,0,9.8,76
TOULOUSE-BLAGNAC,2024011419,0.4,8.8,87
TOULOUSE-BLAGNAC,2024011420,0.2,8.9,86
TOULOUSE-BLAGNAC,2024011421,0,8.7,88
TOULOUSE-BLAGNAC,2024011422,0,8.7,91
TOULOUSE-BLAGNAC,2024011423,0,8.5,93
TOULOUSE-BLAGNAC,2024011500,0.2,8.4,94
TOULOUSE-BLAGNAC,2024011501,0,8.9,96
TOULOUSE-BLAGNAC,2024011502,0,8.9,96
TOULOUSE-BLAGNAC,2024011503,0,8.7,96
TOULOUSE-BLAGNAC,2024011504,0,8.6,96
TOULOUSE-BLAGNAC,2024011505,0,8.6,97
TOULOUSE-BLAGNAC,2024011506,0,8.9,98
TOULOUSE-BLAGNAC,2024011507,0,8.8,98
TOULOUSE-BLAGNAC,2024011508,0,9,98
TOULOUSE-BLAGNAC,2024011509,0,9.4,98
TOULOUSE-BLAGNAC,2024011510,0,9.8,98
TOULOUSE-BLAGNAC,2024011511,0,10.1,97
TOULOUSE-BLAGNAC,2024011512,0.4,10.7,98
TOULOUSE-BLAGNAC,2024011513,2.2,10.9,98
TOULOUSE-BLAGNAC,2024011514,1.2,11.5,98
TOULOUSE-BLAGNAC,2024011515,1.8,11.6,97
TOULOUSE-BLAGNAC,2024011516,2.1,11.5,97
TOULOUSE-BLAGNAC,2024011517,0.6,11.3,97
TOULOUSE-BLAGNAC,2024011518,1.6,11.3,98
TOULOUSE-BLAGNAC,2024011519,0.4,11.4,98
TOULOUSE-BLAGNAC,2024011520,0.2,11.2,97
TOULOUSE-BLAGNAC,2024011521,0.4,11.1,98
TOULOUSE-BLAGNAC,2024011522,1.8,11.2,98
TOULOUSE-BLAGNAC,2024011523,0.8,11.7,99
TOULOUSE-BLAGNAC,2024011600,1.2,12,99
TOULOUSE-BLAGNAC,2024011601,0.2,12.4,96
TOULOUSE-BLAGNAC,2024011602,0,12.5,94
TOULOUSE-BLAGNAC,2024011603,0,12.6,94
TOULOUSE-BLAGNAC,2024011604,0,12.4,94
TOULOUSE-BLAGNAC,2024011605,0,12.3,94
TOULOUSE-BLAGNAC,2024011606,0.4,11.8,93
TOULOUSE-BLAGNAC,2024011607,0,11.6,91
TOULOUSE-BLAGNAC,2024011608,0,11.3,92
TOULOUSE-BLAGNAC,2024011609,0,12.7,88
TOULOUSE-BLAGNAC,2024011610,0,13.3,83
TOULOUSE-BLAGNAC,2024011611,0,13.8,80
TOULOUSE-BLAGNAC,2024011612,0,14.1,78
TOULOUSE-BLAGNAC,2024011613,0,14.9,74
TOULOUSE-BLAGNAC,2024011614,0,14.8,74
TOULOUSE-BLAGNAC,2024011615,0,14.7,73
TOULOUSE-BLAGNAC,2024011616,0,13.4,80
TOULOUSE-BLAGNAC,2024011617,0,13.4,82
TOULOUSE-BLAGNAC,2024011618,0.2,12.6,88
TOULOUSE-BLAGNAC,2024011619,0,12.7,84
TOULOUSE-BLAGNAC,2024011620,0,12.4,83
TOULOUSE-BLAGNAC,2024011621,0,12.5,81
TOULOUSE-BLAGNAC,2024011622,0,12,81
TOULOUSE-BLAGNAC,2024011623,0,12.2,79
TOULOUSE-BLAGNAC,2024011700,0,11.9,77
TOULOUSE-BLAGNAC,2024011701,0,12.4,75
TOULOUSE-BLAGNAC,2024011702,0.4,11.3,87
TOULOUSE-BLAGNAC,2024011703,0,11.2,89
TOULOUSE-BLAGNAC,2024011704,0,10.8,89
TOULOUSE-BLAGNAC,2024011705,0,10.5,92
TOULOUSE-BLAGNAC,2024011706,0,10.6,92
TOULOUSE-BLAGNAC,2024011707,0,10.8,92
TOULOUSE-BLAGNAC,2024011708,0,11,92
TOULOUSE-BLAGNAC,2024011709,0.2,11.1,93
TOULOUSE-BLAGNAC,2024011710,0,11.4,92
TOULOUSE-BLAGNAC,2024011711,0,11.8,91
TOULOUSE-BLAGNAC,2024011712,0.4,12.1,92
TOULOUSE-BLAGNAC,2024011713,0.2,11.9,94
TOULOUSE-BLAGNAC,2024011714,0.6,12,94
TOULOUSE-BLAGNAC,2024011715,0,12.2,92
TOULOUSE-BLAGNAC,2024011716,0,12.3,91
TOULOUSE-BLAGNAC,2024011717,0,10.6,91
TOULOUSE-BLAGNAC,2024011718,0,10.1,96
TOULOUSE-BLAGNAC,2024011719,0,8,95
TOULOUSE-BLAGNAC,2024011720,0,8.4,97
TOULOUSE-BLAGNAC,2024011721,0,8.9,97
TOULOUSE-BLAGNAC,2024011722,0,8.7,97
TOULOUSE-BLAGNAC,2024011723,0,7.9,97
TOULOUSE-BLAGNAC,2024011800,0,8.6,98
TOULOUSE-BLAGNAC,2024011801,0,8.5,96
TOULOUSE-BLAGNAC,2024011802,0,7.4,95
TOULOUSE-BLAGNAC,2024011803,0,8.6,96
TOULOUSE-BLAGNAC,2024011804,0,8.3,95
TOULOUSE-BLAGNAC,2024011805,0,8,94
TOULOUSE-BLAGNAC,2024011806,0,7.8,94
TOULOUSE-BLAGNAC,2024011807,0,7.4,92
TOULOUSE-BLAGNAC,2024011808,0,6.6,94
TOULOUSE-BLAGNAC,2024011809,0,7.1,94
TOULOUSE-BLAGNAC,2024011810,0,9.5,84
TOULOUSE-BLAGNAC,2024011811,0,11.4,78
TOULOUSE-BLAGNAC,2024011812,0,15.5,65
TOULOUSE-BLAGNAC,2024011813,0,17.1,52
TOULOUSE-BLAGNAC,2024011814,0,16.4,55
TOULOUSE-BLAGNAC,2024011815,0,16.1,54
TOULOUSE-BLAGNAC,2024011816,0,15.4,57
TOULOUSE-BLAGNAC,2024011817,0,13.7,67
TOULOUSE-BLAGNAC,2024011818,1.2,10.7,89
TOULOUSE-BLAGNAC,2024011819,0.2,8.5,89
TOULOUSE-BLAGNAC,2024011820,0,7,88
TOULOUSE-BLAGNAC,2024011821,0,6.1,89
TOULOUSE-BLAGNAC,2024011822,0,4.5,89
TOULOUSE-BLAGNAC,2024011823,0,3.9,81
TOULOUSE-BLAGNAC,2024011900,0,3.5,84
TOULOUSE-BLAGNAC,2024011901,0,2.8,83
TOULOUSE-BLAGNAC,2024011902,0,2.2,85
TOULOUSE-BLAGNAC,2024011903,0,1.6,86
TOULOUSE-BLAGNAC,2024011904,0,1.1,87
TOULOUSE-BLAGNAC,2024011905,0,1,84
TOULOUSE-BLAGNAC,2024011906,0,0.7,84
TOULOUSE-BLAGNAC,2024011907,0,0.2,85
TOULOUSE-BLAGNAC,2024011908,0,0.3,82
TOULOUSE-BLAGNAC,2024011909,0,0.8,79
TOULOUSE-BLAGNAC,2024011910,0,1.6,76
TOULOUSE-BLAGNAC,2024011911,0,2.8,74
TOULOUSE-BLAGNAC,2024011912,0,3.6,64
TOULOUSE-BLAGNAC,2024011913,0,3.6,57
TOULOUSE-BLAGNAC,2024011914,0,3.3,61
TOULOUSE-BLAGNAC,2024011915,0,3.4,58
TOULOUSE-BLAGNAC,2024011916,0,3.4,51
TOULOUSE-BLAGNAC,2024011917,0,3.2,53
TOULOUSE-BLAGNAC,2024011918,0,2.6,62
TOULOUSE-BLAGNAC,2024011919,0,0.7,75
TOULOUSE-BLAGNAC,2024011920,0,-0.3,77
TOULOUSE-BLAGNAC,2024011921,0,-0.3,76
TOULOUSE-BLAGNAC,2024011922,0,-1,76
TOULOUSE-BLAGNAC,2024011923,0,-1.5,78
TOULOUSE-BLAGNAC,2024012000,0,-2.1,84
TOULOUSE-BLAGNAC,2024012001,0,-2.8,85
TOULOUSE-BLAGNAC,2024012002,0,-3.6,87
TOULOUSE-BLAGNAC,2024012003,0,-4.4,89
TOULOUSE-BLAGNAC,2024012004,0,-4.6,87
TOULOUSE-BLAGNAC,2024012005,0,-4.3,91
TOULOUSE-BLAGNAC,2024012006,0,-4.6,91
TOULOUSE-BLAGNAC,2024012007,0,-5.1,90
TOULOUSE-BLAGNAC,2024012008,0,-4,93
TOULOUSE-BLAGNAC,2024012009,0,-1.4,86
TOULOUSE-BLAGNAC,2024012010,0,1.4,71
TOULOUSE-BLAGNAC,2024012011,0,3.3,56
TOULOUSE-BLAGNAC,2024012012,0,3.9,52
TOULOUSE-BLAGNAC,2024012013,0,5.2,46
TOULOUSE-BLAGNAC,2024012014,0,6.2,38
TOULOUSE-BLAGNAC,2024012015,0,6.2,37
TOULOUSE-BLAGNAC,2024012016,0,5.4,42
TOULOUSE-BLAGNAC,2024012017,0,4.5,44
TOULOUSE-BLAGNAC,2024012018,0,3.1,57
TOULOUSE-BLAGNAC,2024012019,0,1.5,65
TOULOUSE-BLAGNAC,2024012020,0,-0.1,68
TOULOUSE-BLAGNAC,2024012021,0,0.9,69
TOULOUSE-BLAGNAC,2024012022,0,1.9,69
TOULOUSE-BLAGNAC,2024012023,0,0.4,71
